emotion,video_id,author,comment
vui vẻ,_pMLRYGx9Is,@Love68686,coi 2 video của kênh này thì như lol kiến thức ko có làm đơn giản có vài cái còn sai kiến thức nặng nề thậm chí cop nhặt trên mạng thiếu chính xác coi phí cả cuộc đời
vui vẻ,_pMLRYGx9Is,@NTT-Moi,địu má trường tôi đâu k thấy ai nói đến luôn trường kma kma kma ạ
vui vẻ,_pMLRYGx9Is,@-LeTuanA,hồi tháng 8 anh mới về làm giảng viên khóa định hướng cho k20 fpt bọn e xong mà trường ép đâu anh zai
vui vẻ,_pMLRYGx9Is,@huytranquang3460,logo hust hn sao lại là hcmut
vui vẻ,_pMLRYGx9Is,@NhatTienNguyen-nr7zy,ủa sao ko nói gì đại học bình dương vậy
vui vẻ,_pMLRYGx9Is,@D_H_Giang,3 18 đại học bách khoa tên hcmut nhưng logo là hust
vui vẻ,_pMLRYGx9Is,@ucnguyenminh5958,đại học thái nguyên ko có sao bảo tất cả các trường đh ở việt nam
vui vẻ,_pMLRYGx9Is,@MrHoangtuananh265,y phạm ngọc thạch và đại học y dược tphcm đại học khoa học tự nhiên tphcm đâu ông chủ kênh thiếu tùm lum
vui vẻ,_pMLRYGx9Is,@vanhaulen7953,có nhắc về đại học ngoại ngữ ulis mà k nhắc tới đối thủ năm nào cũng war nhau trong ngành ngoại ngữ là hanu thì thôi nghỉ xem kênh được rồi mà hanu còn mang tên thủ đô cơ
vui vẻ,_pMLRYGx9Is,@nghile8005,thiếu đại học ueh bác ơi
vui vẻ,_pMLRYGx9Is,@thanhtaiong9408,còn đại học mỹ thuật này đại học văn hiến rồi đại học sài gòn văn lang tứ đại bổ túc các miền nữa
vui vẻ,_pMLRYGx9Is,@oninhnguyen765,nói đến thương mại mà công nghiệp ở gần lại không nói
vui vẻ,_pMLRYGx9Is,@hieuham9778,đại học phụ hồ đại học bôn ba đại học trăm mâm học viện nghĩa vụ quân sự
vui vẻ,_pMLRYGx9Is,@TrongCauPham91,bạn đã thành công trong việc sử dụng màu sắc để tạo cảm xúc
vui vẻ,_pMLRYGx9Is,@NamNguyen-iw9ge,thực ra giờ trường thủy lợi thành trường đa ngành rồi
vui vẻ,_pMLRYGx9Is,@Vinhbuon.tiktok,phenikaa của taa
vui vẻ,_pMLRYGx9Is,@SuperFerz,3 58 cô báo điểm thế thì chít sinh viên
vui vẻ,_pMLRYGx9Is,@quyennguyen9123,đại học mở hà nội nơi mà các em sẽ đc biết thế nào là chạy cơ sở sml
vui vẻ,_pMLRYGx9Is,@minhhiếuhoang-h8m,sư phạm vẫn mất phí mà
vui vẻ,_pMLRYGx9Is,@pipipi1703,đại học hutech đ nhiều hơn sinh viên
vui vẻ,_pMLRYGx9Is,@duchiu2212,kịch bản lấy từ chatgpt à
vui vẻ,_pMLRYGx9Is,@odayconhacbancan-bn6hr,xã hội nhân văn hà nội có tốt ko ạ
vui vẻ,_pMLRYGx9Is,@TTienLod12,9 40 neymar sẽ làm bố của messi
vui vẻ,_pMLRYGx9Is,@hovantuan0712,ko thấy đại học đà nẵng đâu này chủ yếu làm về kv miền bắc thôi
vui vẻ,_pMLRYGx9Is,@katchan-mylove,anh mình học đh bk hcm city và tốt nghiệp loại bth dù k phải trải nghiệm của mình nhưng đk bk hcm là một lựa chọn tốt khi thi vào đk anh mình đang chuẩn bị có thêm bằng thạc sĩ rồi lương tháng cũng cỡ 1 000 đô la mĩ
vui vẻ,CdGHKsc-Rdc,@BiMo-c7g,rồi xong luông
vui vẻ,CdGHKsc-Rdc,@NguyễnThuần-f7p,tội nghiệp
vui vẻ,CdGHKsc-Rdc,@NgocdepVo-xc1ub,0 21 0 21 0 21 0 22 0 22 0 22 0 22 0 22 0 23 0 23 0 24 0 24 0 25 0 25 0 25 0 25
vui vẻ,CdGHKsc-Rdc,@leNguyen-v1p,có sao ko
vui vẻ,CdGHKsc-Rdc,@HieuHieu-d1i,0 24 0 26 0 27 0 28 0 29 0 29 0 29 0 29 0 29 0 30 0 30 0 30 0 30 0 30 0 31 0 31 0 31 0 31 0 32 0 32 0 33
vui vẻ,CdGHKsc-Rdc,@HieuHieu-d1i,ghê quá
vui vẻ,CdGHKsc-Rdc,@nguyenthanhnhan5581,chúc em mau lành
vui vẻ,CdGHKsc-Rdc,@muni_emojicat_2k12,mong bn khỏe nha tui lớp 7
vui vẻ,CdGHKsc-Rdc,@TamNguyen-ed9ez,thương quá
vui vẻ,CdGHKsc-Rdc,@TramBich-p5m,trời đất ơi nguy hiểm
vui vẻ,CdGHKsc-Rdc,@uc-CDLHNNguyenMinh,cầu cho con đc tai qua nạn khỏi
vui vẻ,CdGHKsc-Rdc,@VanluanTran-e9n,mong em an toàn gia đình đừng lo quá
vui vẻ,CdGHKsc-Rdc,@Thyff-q5m,chúc e mạnh khỏe ạ
vui vẻ,CdGHKsc-Rdc,@NhânHà-d3r,chúc em ấy có nhiều sức khỏe
vui vẻ,CdGHKsc-Rdc,@cuomnguyen5668,trời ơi
vui vẻ,CdGHKsc-Rdc,@lapvo4210,cầu xin anh chú lâm chị
vui vẻ,CdGHKsc-Rdc,@BuiHamy-u8s,ban nay bang tuoi em ne em cung hoc lop 7 nhung em da 13 tuoi lon hon ban nay 1 tuoi
vui vẻ,CdGHKsc-Rdc,@Dolanaasi,chắc mẹ bn đó bùn lắm
vui vẻ,CdGHKsc-Rdc,@ThanhsangDtxd-z6d,zợ quá
vui vẻ,CdGHKsc-Rdc,@Mk67654,ông nội đang đi và chồng phải bỏ túi
vui vẻ,CdGHKsc-Rdc,@simmervervet2130,mong em có thể tiếp tục hovj
vui vẻ,CdGHKsc-Rdc,@HseheuejJdjejejej,cầu mong cho con bình an
vui vẻ,CdGHKsc-Rdc,@ducduy7974,sợ quá đi thôi à
vui vẻ,CdGHKsc-Rdc,@Saodolop1,giờ đã tròn 1 năm r thời gian trôi nhanh quá
vui vẻ,CdGHKsc-Rdc,@loanđoàn-w7q,túi thấy lang cang trường thấp quá nếu máy em chạy giỡn cái chon chạy sẽ nhàu đầu làng cang trường phái cao ngan ngực mới đúng nguy hiểm quá
vui vẻ,CdGHKsc-Rdc,@loanđoàn-w7q,tôi thấy mấy trường học lang cang thấp máy em hoc sinh giỡn de bị chay te nhàu đầu cái chất lang cang phải cao co tam ngan ngực mình mới an toàn còn này lang cang thấp máy bạn chạy giỡn chon chạy thể nào cũng nhàu đầu
vui vẻ,CdGHKsc-Rdc,@luongkimphuong3148,chúc con mạnh khỏe bình an
vui vẻ,CdGHKsc-Rdc,@Plumume098,hy vọng em sẽ học lại được và bình an na mô a di đà phật
vui vẻ,CdGHKsc-Rdc,@maimainguyen340,hy vọng lần này bạn sẽ mạnh khỏe
vui vẻ,CdGHKsc-Rdc,@HaiHoang-nd5zd,is that boy alive or dead
vui vẻ,CdGHKsc-Rdc,@Anh_Alex_2003,trường mik có bé lớp ba nhảy từ lầu ba xuống nè may mà chỉ gãy chân thôi tội em
vui vẻ,CdGHKsc-Rdc,@PhanNhatMinh287,nam mô a di đà phật cầu mong em bình an trở về bên gia đình
vui vẻ,CdGHKsc-Rdc,@chickendance900,sợ quá
vui vẻ,CdGHKsc-Rdc,@Minhkhang242,cho em hỏi lớp 5a lên lớp 6 là học lớp nào ạ
vui vẻ,CdGHKsc-Rdc,@nxtinhgame,haki vũ trang
vui vẻ,CdGHKsc-Rdc,@baonamhoangtran7518,trường nhà cháu có bạn lớp 3d bị rơi từ lầu 2 xuống tên là toàn
vui vẻ,CdGHKsc-Rdc,@butran5723,ủa lầu 2 thôi mà
vui vẻ,CdGHKsc-Rdc,@biennguyenvan7883,chú tôi ở hòa hải
vui vẻ,CdGHKsc-Rdc,@thanhthi7797,ui là troi
vui vẻ,CdGHKsc-Rdc,@phucdaynho,phúc đã đến và đi rất buồn
vui vẻ,CdGHKsc-Rdc,@MCI9128,chúc em luôn mạnh khỏe
vui vẻ,CdGHKsc-Rdc,@vietnvv,hú hồn xem như xui nhưng cũng còn tánh mạng mong e được bình an hết bệnh xem như con có số mạng lớn sao này con cẩn thận hơn nhe
vui vẻ,CdGHKsc-Rdc,@thanhngo340,chúc em binh an
vui vẻ,CdGHKsc-Rdc,@tranlevy1815,mong em sớm tai nạn qua khỏi
vui vẻ,CdGHKsc-Rdc,@nvnt7172,mong em học sinh bình an hồi phục được trở lại trường
vui vẻ,CdGHKsc-Rdc,@thinnguyen5652,chết đi cho lành sorry mong nhà em chăm sóc em thật tốt
vui vẻ,CdGHKsc-Rdc,@Yumeidayy,trường toi
vui vẻ,CdGHKsc-Rdc,@hanhanhan4109,hy vọng anh sẽ mau chóng lành ạ
vui vẻ,CdGHKsc-Rdc,@tuyhaonguyen5157,không chảy máu mới nguy hiểm đó ỷ y sau đó máu chảy gây tsi biến đó
vui vẻ,CdGHKsc-Rdc,@anhcuabemonlun,em ở đây là lớp 7 luôn nè
vui vẻ,CdGHKsc-Rdc,@Khanghkjhh,cầu chúc em tai qua nạn khỏi sớm bình phục và mạnh khỏe để còn ở bên gia đình em
vui vẻ,CdGHKsc-Rdc,@brightneyVN,hi vọng rằng em sẽ khỏe lại
vui vẻ,CdGHKsc-Rdc,@jsjsgejsudh,pé tập pay
vui vẻ,CdGHKsc-Rdc,@quynhchi276,cầu mong e bình an vô sự
vui vẻ,CdGHKsc-Rdc,@suridayy86,mong anh mạnh khoẻ bình an
vui vẻ,CdGHKsc-Rdc,@hoavuong7439,nguuuu
vui vẻ,CdGHKsc-Rdc,@nguyenvanhau402,may mắn quá em chưa qua chết
vui vẻ,CdGHKsc-Rdc,@NhiNguyen-is5sn,không thể nào tự ngã được có thể là do em đó có ý định tự tử
vui vẻ,CdGHKsc-Rdc,@Anhbuonmeo,mưu sát
vui vẻ,CdGHKsc-Rdc,@ckck4857,mong con mạnh khỏe bình an
vui vẻ,CdGHKsc-Rdc,@vangiauthan7096,mg e bình an vô sự
vui vẻ,CdGHKsc-Rdc,@KhangVo-xh4je,henh la thuong nhe
vui vẻ,CdGHKsc-Rdc,@navlogs8671,chỗ mình nè
vui vẻ,CdGHKsc-Rdc,@lehot3094,em học sinh nầy bị ám sát đề nghị các đồng chí công an làm rỏ
vui vẻ,CdGHKsc-Rdc,@Choongmaisang,mong em được bình an và nhà trường phải xây rào chắn để không có thương tích xẩy ra
vui vẻ,CdGHKsc-Rdc,@gigavergil4986,rơi cũng phải có lý do chứ có khi em ấy bị bạn học bắt nạt ấy
vui vẻ,CdGHKsc-Rdc,@HungTran-rx1zy,e sui mong e mau khoe
vui vẻ,CdGHKsc-Rdc,@MyNguyen-we2sr,thương con
vui vẻ,CdGHKsc-Rdc,@DreisterxD,siuuuuuuuuuuuuuuuuuu
vui vẻ,CdGHKsc-Rdc,@skeletone4194,what tự nhiên rơi phải có lý do chứ
vui vẻ,CdGHKsc-Rdc,@thanhcaovo2462,trai ngoan
vui vẻ,CdGHKsc-Rdc,@HieuNguyen-yo4li,có lẽ rơi từ tầng 2 lầu 1
vui vẻ,CdGHKsc-Rdc,@thuanmai291,cầu trời phù hộ em được bình an
vui vẻ,CdGHKsc-Rdc,@Maynguvailuaahihi,nghe hơi sợ nhưng cũng mừng chỉ là chấn thương nhẹ
vui vẻ,CdGHKsc-Rdc,@Thinhyujo,sân trg xg đất saan trg trên trời à
vui vẻ,CdGHKsc-Rdc,@quangvinhefootball5811,cái này biết đâu rồi
vui vẻ,CdGHKsc-Rdc,@Kiyoshima_Toshirou,may mắn nam sinh không bị thương quá nghiêm trọng
vui vẻ,CdGHKsc-Rdc,@kcdglvvbcxxxfhm,ngày 8 3 là ngày làm cho tất cả những người phụ nữ có gia đình mà e lại bị rớt từ tầng 2 xuống sót cho em và b mẹ em qá
vui vẻ,CdGHKsc-Rdc,@Kiyoshima_Toshirou,chào nha
vui vẻ,CdGHKsc-Rdc,@vlogchannel000,trươ ng tui ne
vui vẻ,CdGHKsc-Rdc,@bichho769,chắc ốm mệt hoa mắt mới bị lộn xuống thương con chúc con màu bình phục
vui vẻ,CdGHKsc-Rdc,@AM_A_GUY,chỉ chấn thương nhẹ nhưng cũng cầu em luôn mạng khoẻ
vui vẻ,CdGHKsc-Rdc,@mihariohoaly,trước tầm cấp 2 cả trường tui có cả tui từng chứng kiến 1 ông chơi ngu nhảy từ tầng 2 của trường xuống ಡ ʖ ಡ
vui vẻ,CdGHKsc-Rdc,@Letnaibl,omg trường em nè chị bửa đó về sớm ko xem dc
vui vẻ,CdGHKsc-Rdc,@nguyenduythang7598,mình trước ngồi lên lan can quay mặt vào xong đổ ngược ra ngoài may là có cái bục nó gần với mặc áo phao nên cắm đầu xuống chỉ hơi đau nhẹ giờ tầng 2 cũng hơi nguy hiểm với học sinh thật
vui vẻ,CdGHKsc-Rdc,@simtrieu6093,cầu mong cho em tai qua lạn khỏi bình an mạnh khỏe
vui vẻ,4KPn_Pnq75k,@thutrangnguyen4424,hay hóng tập mới
vui vẻ,4KPn_Pnq75k,@funny12344-e,bao giờ bộ này ra tập tiếp ad
vui vẻ,4KPn_Pnq75k,@NTS2608,hay quá
vui vẻ,RBKqW_QqbkA,@quyetnguyenvan5143,đúng tuổi thơ ngày xưa luôn
vui vẻ,RBKqW_QqbkA,@KhanhNgan-e4p,úi dồi ôi
vui vẻ,RBKqW_QqbkA,@nguyenthaitien-f2i,em muốn trường em vậy nhưng em đang nghẹt mũi
vui vẻ,RBKqW_QqbkA,@Nguyênvàslendrinamom,trường em nếu có mưa là cả trường em đi chơi hết luôn
vui vẻ,RBKqW_QqbkA,@HuynhNgocHue-ju3vo,mưa vui mà
vui vẻ,RBKqW_QqbkA,@vinnguyen4430,tôi thấy trời mưa rất rất vui
vui vẻ,RBKqW_QqbkA,@hainguyenvan8522,thích thế
vui vẻ,RBKqW_QqbkA,@nguyenvan663,nhìn chơi vui mà lại nói nhất quỷ nhì ma
vui vẻ,RBKqW_QqbkA,@GiangNguyen-v6p3j,nhất quỷ nhì ma thứ ba học trò
vui vẻ,RBKqW_QqbkA,@Tnhi213,0 14 đại học khoa học xã hội và nhân văn chắc lun
vui vẻ,RBKqW_QqbkA,@tinaalee7893,bựa ghê kiếm lúa nhanh thì chỉ có f b 6 8
vui vẻ,RBKqW_QqbkA,@TrangMai-c2s,buồn cười quá muốn nhận lộc ae vào f b 68
vui vẻ,RBKqW_QqbkA,@DuyenNguyen-wk8xv,em nhớ hồi nhỏ quá khi mà mưa không đi học được em nghĩ nghĩ học một bữa rồi bà ngoại nhéo tai em rồi em phải đi học giờ nhớ quá
vui vẻ,RBKqW_QqbkA,@PhuHungPham-nx8lr,hôm bữa lên lớp nghe thông báo nghỉ về luôn quá đã
vui vẻ,RBKqW_QqbkA,@Sinestrea313,có chứ
vui vẻ,RBKqW_QqbkA,@thanhluyho2330,mưa vui mà
vui vẻ,RBKqW_QqbkA,@LamNguyen-zr2ju,chạy xong quỳ xuống bay 5 mét lun
vui vẻ,RBKqW_QqbkA,@Vit127_2,ánh mặt của hội học sinh chx bao h lm tui thất vọng
vui vẻ,RBKqW_QqbkA,@nhu496,vui thì vui thật nhưng tui thấy có người đi xe ko đội mũ bảo hiểm đã vầy còn chất 3 nữa chứ
vui vẻ,RBKqW_QqbkA,@namtran4017,mỗi lần trời mưatrường em khôngcho tắm mưa nếura mưa bị mấy anh chị sao đỏghi tên mà cònbị ghi vào sổ đầu bài nữamà á cô hiểutrưởng có nhắtnhưng có mấy em lớp 1 cứ chạy ratắm mưa cái bị ghi tênmà còn bị ghisổ
vui vẻ,RBKqW_QqbkA,@buivienthanhnguyen1311,1 10 té cái là xong luôn
vui vẻ,RBKqW_QqbkA,@ThangNguyen-el6cx,hết giờ làm việc với các đối tượng khách cho em
vui vẻ,RBKqW_QqbkA,@ngocnhubui6251,t có trong đó nè
vui vẻ,RBKqW_QqbkA,@nguyenquoctuan-cntt1732,thế này là đi bơi miễn phí
vui vẻ,RBKqW_QqbkA,@HuynhTranBaoNhi,tôi rất thích ngập nhưng ngập nhiều thì tôi không thích
vui vẻ,RBKqW_QqbkA,@LienLien-f7l,tuổi thơ của học sinh thời nay chứ
vui vẻ,RBKqW_QqbkA,@LinhNguyễn-l4s9i,mình rất thích trời mưa để mình chơi ở lớp
vui vẻ,RBKqW_QqbkA,@QuocLe-d2p,trường tôi ngậy lên tới tần 4 luôn
vui vẻ,RBKqW_QqbkA,@namnguyenthanh1495,ph biết chắc hơi bị vui đấy
vui vẻ,RBKqW_QqbkA,@ngaphamthiquynh5238,kỉ niệm học sinh trong ngày mưa lũ
vui vẻ,RBKqW_QqbkA,@EmAnh-vg3iu,trời mưa tới cũng là một tuổi thơ ùa về
vui vẻ,RBKqW_QqbkA,@LamLevan-l9e,cũng vui mà nhỏ còn học sinh thì vui lắm lớn lên thì cực khổ đi làm
vui vẻ,RBKqW_QqbkA,@inhjolly7652,hahahahaha thật vui
vui vẻ,RBKqW_QqbkA,@xh_gium_ttt,lớp t hôm trước hành lang ướt do mưa hất vô mấy khứa bn ra trượt mưa
vui vẻ,RBKqW_QqbkA,@huongnguyen-xw1mm,bão yagi nè
vui vẻ,RBKqW_QqbkA,@bbisharkddooo,giáo viên thì lo cho hs hc sinh thì lo vì mùa lũ ko bít nên nghịch và chơi j cho vui
vui vẻ,RBKqW_QqbkA,@phuchaunguyen-xp4xb,nước cống tràn lên bơi hơi bị thơm
vui vẻ,RBKqW_QqbkA,@ThanhTrung-r4o,lâu rồi không nghịch mưa giờ xem video này cũng muốn thử lại ghê
vui vẻ,RBKqW_QqbkA,@HùngHoàng-z8w,lúc khi tôi đang học đại học thì trường tôi bị ngập lụt cuối cùng là tôi phải lấy cano của tôi ra cuối cùng là tôi đã rủ bạn bè và bạn bè của tôi thì nhấn vào phần đuôi của canô còn tôi thì lái lúc đó là vui vẻ lắm tiếng cười luôn lúc đó là giờ ra chơi tao đang học từ trên cuối cùng lúc đó vui lắm nhưng mà thời gian trôi nhanh thật tôi đang ở trường học đấy và học cùng tôi rồi cuối cùng là đã có hai
vui vẻ,RBKqW_QqbkA,@VyVuong-jj1kd,mai ốm cả lũ
vui vẻ,RBKqW_QqbkA,@CuongNguyen-gh9uh,xong biết đâu lại có cá thế là bọn nó còn nướng cá để ăn trong lớp nữa
vui vẻ,RBKqW_QqbkA,@NaNguyen-hm3xr,lớp em trời mưa là ra quẩy quẩy quẩy quẩy quẩy tắm mưa hoài luôn bị cô la chửi cô luôn
vui vẻ,RBKqW_QqbkA,@trucoanthi5633,tôi mong lên cấp 2 cấp 3 quá ngập nước ở trường chắc lúc đó tôi sẽ nga đá trận mấy đứa bạn xuống nước luôn
vui vẻ,RBKqW_QqbkA,@N0rr1NotHere,như lớp tôi là trượt đùi như rolando á
vui vẻ,RBKqW_QqbkA,@Kozakura_umie,tui từng tắm mưa cái lúc vô học tui và mấy đứa tắm bị ghi vô sổ đầu bài
vui vẻ,RBKqW_QqbkA,@thtann,trường lớp tui nó toàn ra hành lang trượt ko ak
vui vẻ,RBKqW_QqbkA,@huontruongthibich9859,đây là tui lúc cấp 3
