emotion,video_id,author,comment
vui vẻ,_pMLRYGx9Is,@PhuongNguyen-vj1xz,thiếu lô đại học nông nghiệp 1 2 3 4 ta trường lâu đời mà
vui vẻ,_pMLRYGx9Is,@xuanmoonxinh,thiếu sư phạm kỹ thuật nhé
vui vẻ,_pMLRYGx9Is,@hanguyenmanh2459,bưu chính viễn thông điện lực kiến trúc mỹ thuật nông nghiệp công nghiệp nông lâm giao thông vận tải trường tôi học k52 toàn trường chuyên ngành xương sống bề dày truyền thống thì bị thiếu mất mình xem tiêu đề thấy 11p thì cũng ngầm hiểu là không thể nêu đủ rồi nhưng thấy nêu nhiều trường ít tên tuổi mà không có mấy trường nổi tiếng nên hơi tiếc
vui vẻ,_pMLRYGx9Is,@fevrier2802,pđú đâú
vui vẻ,_pMLRYGx9Is,@34hoaphuongthuy40,đợi mãi không thấy review đhqg hcm nên mình sẽ review 1 trường mình đang học là uel nói chung câu cửa miệng của sv uel là mãi yêu uel tại trường cũng đáng yêu thật không có gì để chê lắm và mạnh về các câu lạc bộ và cuộc thi trong thành phố vùng
vui vẻ,_pMLRYGx9Is,@aoi8285,ptít ngày hà đông mà idol không kể đến bưồn
vui vẻ,_pMLRYGx9Is,@NXMKhoi,hvqs ở khúc nào v
vui vẻ,_pMLRYGx9Is,@Adolthered098,ftu đại học fpt đh sài gòn với hutẹch chắc nằm dưới đáy xh nên chắc không xuất hiện trong này
vui vẻ,_pMLRYGx9Is,@zhuongzhuong10,đh phương đông thì s
vui vẻ,_pMLRYGx9Is,@luongtran6169,không có trg mỹ thuật à b
vui vẻ,_pMLRYGx9Is,@DarkBlueCommand,bro view cái máy tính bảng model giống của tui mới mua ghê á tiên tri à
vui vẻ,_pMLRYGx9Is,@KhánhĐinhGia-c3h,logo bách khoa hà nội nhưng lại hcmựt
vui vẻ,_pMLRYGx9Is,@thienan7545,chị em là thủ khoa trần nguyên hãn rồi chị em vào trường học viện báo chí tuyên truyền
vui vẻ,_pMLRYGx9Is,@AnhNguyen-mn3go,aof lốp xe chất lượng nhất cho những ai aim nếu ngành hột
vui vẻ,_pMLRYGx9Is,@MinhMinh-fh9lg,làm viđ như chị mà cũng up tiêu đề với video chả liên quán
vui vẻ,_pMLRYGx9Is,@MinhMinh-fh9lg,admin xoá vid này đi admin ơi mang tiếng sinh viên ftu mà làm video gây tranh cãi thế hau ptit hanu thì ông vứt đi đâu trong video thế làm content nhớ suy nghĩ kỹ vào
vui vẻ,_pMLRYGx9Is,@trungdonge21,mình xem hơi trễ nhưng nghĩ nên thêm trường đại học trần quốc tuấn khét nhất đông nam á khi phải đi học bằng cả tính mạng
vui vẻ,_pMLRYGx9Is,@PhúcNhânLêQuỳnh,cho hỏi đại học ueh là cái nào v mọi người
vui vẻ,_pMLRYGx9Is,@FcUyy,đừng vào hucê
vui vẻ,_pMLRYGx9Is,@ngodangquangngodang83,đại học luật hn 10 điểm không có nhưng
vui vẻ,_pMLRYGx9Is,@huynguyen-up6wd,ếpu đâu ạ
vui vẻ,_pMLRYGx9Is,@ThangNguyen-dm1jm,lên xem từ miền bắc rồi sang miền nam rồi lại qua miền trung rồi lại nhảy sang miền bắc hóng đầu ví dụ đến cuối ví dụ không thấy trường mình đâu đại học văn hóa hà nội hucccccccccccccc
vui vẻ,_pMLRYGx9Is,@taile758,ủa giao thông đâu ađ
vui vẻ,_pMLRYGx9Is,@violetwisteria5935,thấy nhắc đến vinuni nhma không thấy nhắc đến hàng xóm vnua trường mình ngay cạnh thì tui cũng review luôn là trường rộng quả đồng phục nổi vl khoảng cách giữa các giảng đường xa nhưng được cái nhiều cây nên mát
vui vẻ,_pMLRYGx9Is,@DinhdeXiu,logo bk để hcmựt
vui vẻ,_pMLRYGx9Is,@banhgaoxgai,lạy ông này nói chuyện bcuoi chết
vui vẻ,_pMLRYGx9Is,@khoannguyenthi2339,cứ như nhau ấý
vui vẻ,_pMLRYGx9Is,@ouccong101,trường đại học công nghiệp hà nội haui của túi đâu rồiiiiiiiiiii
vui vẻ,_pMLRYGx9Is,@GekkouH,tôi yêu đh kiến trúc
vui vẻ,_pMLRYGx9Is,@HungPham-py9wi,anh review về xứ sở mèn mén tp sơn là đi anh
vui vẻ,_pMLRYGx9Is,@NguyenQuang-y9j,tóm tắt đầy đủ tiêu chí đí dỏm nhưng thiếu phần quận trọng đó là phần học phí
vui vẻ,_pMLRYGx9Is,@quac6831,thiếu đại học mở rồi 1 dislike
vui vẻ,_pMLRYGx9Is,@tuatduong5381,đại học công đoàn
vui vẻ,_pMLRYGx9Is,@hoaithuong4845,logo trường nhân văn hà nội sài mẹ rồi
vui vẻ,_pMLRYGx9Is,@annguyen.4869,sân khấu điện ảnh đối diện thương mại mà không được lên sóng luôn
vui vẻ,_pMLRYGx9Is,@sau4454,hubt sinh viên như quằn què đa số còn giảng viên thì ngược lại
vui vẻ,_pMLRYGx9Is,@shikaibduog,anh thiếu trường đại học top15 đại học thủ dầu một
vui vẻ,_pMLRYGx9Is,@hn90son,làm các cao đẳng đi bạn
vui vẻ,_pMLRYGx9Is,@DinhNguyenThanhNamKHCM,mấy trường ở miền bắc thì làm rõ ràng rành mạch còn miền nam thì đọc chỗ qua đúng phân biệt vùng miền
vui vẻ,_pMLRYGx9Is,@Love68686,coi 2 video của kênh này thì như lồn kiến thức không có làm đơn giản có vài cái còn sai kiến thức nặng nề thậm chí cop nhặt trên mạng thiếu chính xác coi phí cả cuộc đời
vui vẻ,_pMLRYGx9Is,@NTT-Moi,địu má trường tôi đâu không thấy ai nói đến luôn trường kma kma kma ạ
vui vẻ,_pMLRYGx9Is,@-LeTuanA,hồi tháng 8 anh mới về làm giảng viên khóa định hướng cho k20 fpt bọn em xong mà trường ép đâu anh zai
vui vẻ,_pMLRYGx9Is,@huytranquang3460,logo hust hn sao lại là hcmựt
vui vẻ,_pMLRYGx9Is,@NhatTienNguyen-nr7zy,ủâ sao không nói gì đại học bình dương vậy
vui vẻ,_pMLRYGx9Is,@D_H_Giang,3 18 đại học bách khoa tên hcmựt nhưng logo là hust
vui vẻ,_pMLRYGx9Is,@ucnguyenminh5958,đại học thái nguyên không có sao bảo tất cả các trường đh ở việt nam
vui vẻ,_pMLRYGx9Is,@MrHoangtuananh265,y phạm ngọc thạch và đại học y được tphcm đại học khoa học tự nhiên tphcm đâu ông chủ kênh thiếu tùm lưm
vui vẻ,_pMLRYGx9Is,@vanhaulen7953,có nhắc về đại học ngoại ngữ ulis mà không nhắc tới đối thủ năm nào cũng war nhau trong ngành ngoại ngữ là hanu thì thôi nghỉ xem kênh được rồi mà hanu còn mang tên thủ đô cơ
vui vẻ,_pMLRYGx9Is,@nghile8005,thiếu đại học ueh bác ơi
vui vẻ,_pMLRYGx9Is,@thanhtaiong9408,còn đại học mỹ thuật này đại học văn hiến rồi đại học sài gòn văn làng tứ đại bổ túc các miền nữa
vui vẻ,_pMLRYGx9Is,@oninhnguyen765,nói đến thương mại mà công nghiệp ở gần lại không nói
vui vẻ,_pMLRYGx9Is,@hieuham9778,đại học phụ hồ đại học bôn bà đại học trăm mâm học viện nghĩa vụ quân sự
vui vẻ,_pMLRYGx9Is,@TrongCauPham91,bạn đã thành công trong việc sử dụng màu sắc để tạo cảm xúc
vui vẻ,_pMLRYGx9Is,@NamNguyen-iw9ge,thực ra giờ trường thủy lợi thành trường đa ngành rồi
vui vẻ,_pMLRYGx9Is,@Vinhbuon.tiktok,phenikaa của taa
vui vẻ,_pMLRYGx9Is,@SuperFerz,3 58 cô báo điểm thế thì chít sinh viên
vui vẻ,_pMLRYGx9Is,@quyennguyen9123,đại học mở hà nội nơi mà các em sẽ được biết thế nào là chạy cơ sở sấp mặt lờ
vui vẻ,_pMLRYGx9Is,@minhhiếuhoang-h8m,sư phạm vẫn mất phí mà
vui vẻ,_pMLRYGx9Is,@pipipi1703,đại học hutech đ nhiều hơn sinh viên
vui vẻ,_pMLRYGx9Is,@duchiu2212,kịch bản lấy từ chátgpt à
vui vẻ,_pMLRYGx9Is,@odayconhacbancan-bn6hr,xã hội nhân văn hà nội có tốt không ạ
vui vẻ,_pMLRYGx9Is,@TTienLod12,9 40 neymar sẽ làm bố của messi
vui vẻ,_pMLRYGx9Is,@hovantuan0712,không thấy đại học đà nẵng đâu này chủ yếu làm về kv miền bắc thôi
vui vẻ,_pMLRYGx9Is,@katchan-mylove,anh mình học đh bk hcm city và tốt nghiệp loại bình thường dù không phải trải nghiệm của mình nhưng đk bk hcm là một lựa chọn tốt khi thị vào đk anh mình đang chuẩn bị có thêm bằng thạc sĩ rồi lương tháng cũng cỡ 1 000 đô là mĩ
vui vẻ,CdGHKsc-Rdc,@BiMo-c7g,rồi xong luông
vui vẻ,CdGHKsc-Rdc,@NguyễnThuần-f7p,tội nghiệp
vui vẻ,CdGHKsc-Rdc,@NgocdepVo-xc1ub,0 21 0 21 0 21 0 22 0 22 0 22 0 22 0 22 0 23 0 23 0 24 0 24 0 25 0 25 0 25 0 25
vui vẻ,CdGHKsc-Rdc,@leNguyen-v1p,có sao không
vui vẻ,CdGHKsc-Rdc,@HieuHieu-d1i,0 24 0 26 0 27 0 28 0 29 0 29 0 29 0 29 0 29 0 30 0 30 0 30 0 30 0 30 0 31 0 31 0 31 0 31 0 32 0 32 0 33
vui vẻ,CdGHKsc-Rdc,@HieuHieu-d1i,ghê qúá
vui vẻ,CdGHKsc-Rdc,@nguyenthanhnhan5581,chúc em mẫu lành
vui vẻ,CdGHKsc-Rdc,@muni_emojicat_2k12,mong bạn khỏe nhà túi lớp 7
vui vẻ,CdGHKsc-Rdc,@TamNguyen-ed9ez,thương qúá
vui vẻ,CdGHKsc-Rdc,@TramBich-p5m,trời đất ơi nguy hiểm
vui vẻ,CdGHKsc-Rdc,@uc-CDLHNNguyenMinh,cầu cho con được tai qua nạn khỏi
vui vẻ,CdGHKsc-Rdc,@VanluanTran-e9n,mong em an toàn giá đình đừng lô qúá
vui vẻ,CdGHKsc-Rdc,@Thyff-q5m,chúc em mạnh khỏe ạ
vui vẻ,CdGHKsc-Rdc,@NhânHà-d3r,chúc em ấy có nhiều sức khỏê
vui vẻ,CdGHKsc-Rdc,@cuomnguyen5668,trời ơi
vui vẻ,CdGHKsc-Rdc,@lapvo4210,cầu xin anh chú lâm chị
vui vẻ,CdGHKsc-Rdc,@BuiHamy-u8s,bán này bảng tuổi em ne em cũng học lớp 7 những em đã 13 tuổi lớn hơn bán này 1 tuối
vui vẻ,CdGHKsc-Rdc,@Dolanaasi,chắc mẹ bạn đó bùn lắm
vui vẻ,CdGHKsc-Rdc,@ThanhsangDtxd-z6d,zợ qúá
vui vẻ,CdGHKsc-Rdc,@Mk67654,ông nội đang đi và chồng phải bỏ túi
vui vẻ,CdGHKsc-Rdc,@simmervervet2130,mong em có thể tiếp tục hovj
vui vẻ,CdGHKsc-Rdc,@HseheuejJdjejejej,cầu mong cho còn bình an
vui vẻ,CdGHKsc-Rdc,@ducduy7974,sợ quá đi thôi à
vui vẻ,CdGHKsc-Rdc,@Saodolop1,giờ đã tròn 1 năm rồi thời gian trôi nhanh qúá
vui vẻ,CdGHKsc-Rdc,@loanđoàn-w7q,túi thấy lang cang trường thấp quá nếu máy em chạy giỡn cái chon chạy sẽ nhàu đầu làng cang trường phái cao ngan ngực mới đúng nguy hiểm quá
vui vẻ,CdGHKsc-Rdc,@loanđoàn-w7q,tôi thấy mấy trường học lang cang thấp máy em hoc sinh giỡn de bị chay te nhàu đầu cái chất lang cang phải cao co tam ngan ngực mình mới an toàn còn này lang cang thấp máy bạn chạy giỡn chon chạy thể nào cũng nhàu đầu
vui vẻ,CdGHKsc-Rdc,@luongkimphuong3148,chúc còn mạnh khỏe bình an
vui vẻ,CdGHKsc-Rdc,@Plumume098,hỷ vọng em sẽ học lại được và bình an na mô anh đi đà phật
vui vẻ,CdGHKsc-Rdc,@maimainguyen340,hỷ vọng lần này bạn sẽ mạnh khỏê
vui vẻ,CdGHKsc-Rdc,@HaiHoang-nd5zd,is thất bôỷ alive or dead
vui vẻ,CdGHKsc-Rdc,@Anh_Alex_2003,trường mình có bé lớp bà nhảy từ lầu bà xưống nè máy mà chỉ gãy chân thôi tội em
vui vẻ,CdGHKsc-Rdc,@PhanNhatMinh287,năm mô anh đi đà phật cầu mong em bình an trở về bên giá đình
vui vẻ,CdGHKsc-Rdc,@chickendance900,sợ qúá
vui vẻ,CdGHKsc-Rdc,@Minhkhang242,cho em hỏi lớp 5a lên lớp 6 là học lớp nào ạ
vui vẻ,CdGHKsc-Rdc,@nxtinhgame,haki vũ trầng
vui vẻ,CdGHKsc-Rdc,@baonamhoangtran7518,trường nhà cháu có bạn lớp 3d bị rơi từ lầu 2 xuống tên là tơàn
vui vẻ,CdGHKsc-Rdc,@butran5723,ủa lầu 2 thôi mà
vui vẻ,CdGHKsc-Rdc,@biennguyenvan7883,chú tôi ở hòa hải
vui vẻ,CdGHKsc-Rdc,@thanhthi7797,ưi là trợi
vui vẻ,CdGHKsc-Rdc,@phucdaynho,phúc đã đến và đi rất bưồn
vui vẻ,CdGHKsc-Rdc,@MCI9128,chúc em luôn mạnh khỏê
vui vẻ,CdGHKsc-Rdc,@vietnvv,hú hồn xem như xui nhưng cũng còn tánh mạng mồng em được bình an hết bệnh xem như còn có số mạng lớn sao này còn cẩn thận hơn nhè
vui vẻ,CdGHKsc-Rdc,@thanhngo340,chúc em bình ạn
vui vẻ,CdGHKsc-Rdc,@tranlevy1815,mong em sớm tại nạn qua khỏi
vui vẻ,CdGHKsc-Rdc,@nvnt7172,mong em học sinh bình an hồi phục được trở lại trường
vui vẻ,CdGHKsc-Rdc,@thinnguyen5652,chết đi cho lành sorry mong nhà em chăm sóc em thật tốt
vui vẻ,CdGHKsc-Rdc,@Yumeidayy,trường tơi
vui vẻ,CdGHKsc-Rdc,@hanhanhan4109,hỷ vọng anh sẽ mẫu chóng lành ạ
vui vẻ,CdGHKsc-Rdc,@tuyhaonguyen5157,không chảy máu mới nguy hiểm đó ỷ ý sau đó máu chảy gây tsi biến đó
vui vẻ,CdGHKsc-Rdc,@anhcuabemonlun,em ở đây là lớp 7 luôn nè
vui vẻ,CdGHKsc-Rdc,@Khanghkjhh,cầu chúc em tại qua nạn khỏi sớm bình phục và mạnh khỏe để còn ở bên giá đình em
vui vẻ,CdGHKsc-Rdc,@brightneyVN,hỉ vọng rằng em sẽ khỏe lại
vui vẻ,CdGHKsc-Rdc,@jsjsgejsudh,pé tập pay
vui vẻ,CdGHKsc-Rdc,@quynhchi276,cầu mồng em bình an vô sự
vui vẻ,CdGHKsc-Rdc,@suridayy86,mong anh mạnh khóẻ bình an
vui vẻ,CdGHKsc-Rdc,@hoavuong7439,ngưữuu
vui vẻ,CdGHKsc-Rdc,@nguyenvanhau402,máy mắn quá em chưa qua chết
vui vẻ,CdGHKsc-Rdc,@NhiNguyen-is5sn,không thể nào tự ngã được có thể là do em đó có ý định tự tử
vui vẻ,CdGHKsc-Rdc,@Anhbuonmeo,mưu sát
vui vẻ,CdGHKsc-Rdc,@ckck4857,mong còn mạnh khỏe bình an
vui vẻ,CdGHKsc-Rdc,@vangiauthan7096,mg em bình an vô sự
vui vẻ,CdGHKsc-Rdc,@KhangVo-xh4je,hènh là thương nhè
vui vẻ,CdGHKsc-Rdc,@navlogs8671,chỗ mình nè
vui vẻ,CdGHKsc-Rdc,@lehot3094,em học sinh nầy bị ám sát đề nghị các đồng chí công an làm rỏ
vui vẻ,CdGHKsc-Rdc,@Choongmaisang,mong em được bình an và nhà trường phải xây rào chắn để không có thương tích xẩy ra
vui vẻ,CdGHKsc-Rdc,@gigavergil4986,rơi cũng phải có lý do chứ có khi em ấy bị bạn học bắt nạt ấy
vui vẻ,CdGHKsc-Rdc,@HungTran-rx1zy,em sui mồng em mẫu khôé
vui vẻ,CdGHKsc-Rdc,@MyNguyen-we2sr,thương cơn
vui vẻ,CdGHKsc-Rdc,@DreisterxD,siuuuuuuuuuuuuuuuuuu
vui vẻ,CdGHKsc-Rdc,@skeletone4194,what tự nhiên rơi phải có lý do chứ
vui vẻ,CdGHKsc-Rdc,@thanhcaovo2462,trái ngoan
vui vẻ,CdGHKsc-Rdc,@HieuNguyen-yo4li,có lẽ rơi từ tầng 2 lầu 1
vui vẻ,CdGHKsc-Rdc,@thuanmai291,cầu trời phù hộ em được bình an
vui vẻ,CdGHKsc-Rdc,@Maynguvailuaahihi,nghệ hơi sợ nhưng cũng mừng chỉ là chấn thương nhẹ
vui vẻ,CdGHKsc-Rdc,@Thinhyujo,sân trg xuống đất saan trg trên trời à
vui vẻ,CdGHKsc-Rdc,@quangvinhefootball5811,cái này biết đâu rồi
vui vẻ,CdGHKsc-Rdc,@Kiyoshima_Toshirou,máy mắn năm sinh không bị thương quá nghiêm trọng
vui vẻ,CdGHKsc-Rdc,@kcdglvvbcxxxfhm,ngàỹ 8 3 là ngày làm cho tất cả những người phụ nữ có giá đình mà em lại bị rớt từ tầng 2 xuống sót cho em và b mẹ em quá
vui vẻ,CdGHKsc-Rdc,@Kiyoshima_Toshirou,chàổ nhà
vui vẻ,CdGHKsc-Rdc,@vlogchannel000,trươ người tui ne
vui vẻ,CdGHKsc-Rdc,@bichho769,chắc ốm mệt hoa mắt mới bị lộn xuống thương còn chúc còn màu bình phục
vui vẻ,CdGHKsc-Rdc,@AM_A_GUY,chỉ chấn thương nhẹ nhưng cũng cầu em luôn mạng khóẻ
vui vẻ,CdGHKsc-Rdc,@mihariohoaly,trước tầm cấp 2 cả trường túi có cả túi từng chứng kiến 1 ông chơi ngũ nhảy từ tầng 2 của trường xuống ಡ ʖ ಡ
vui vẻ,CdGHKsc-Rdc,@Letnaibl,ơmg trường em nè chị bửa đó về sớm không xem được
vui vẻ,CdGHKsc-Rdc,@nguyenduythang7598,mình trước ngồi lên lan can quay mặt vào xong đổ ngược ra ngoài may là có cái bục nó gần với mặc áo phao nên cắm đầu xuống chỉ hơi đau nhẹ giờ tầng 2 cũng hơi nguy hiểm với học sinh thật
vui vẻ,CdGHKsc-Rdc,@simtrieu6093,cầu mong cho em tại qua lạn khỏi bình an mạnh khỏê
vui vẻ,4KPn_Pnq75k,@thutrangnguyen4424,hãy hóng tập mới
vui vẻ,4KPn_Pnq75k,@funny12344-e,bảo giờ bộ này ra tập tiếp ađ
vui vẻ,4KPn_Pnq75k,@NTS2608,hãy quá
vui vẻ,RBKqW_QqbkA,@quyetnguyenvan5143,đúng tuổi thơ ngày xưa luôn
vui vẻ,RBKqW_QqbkA,@KhanhNgan-e4p,úi đồi ôi
vui vẻ,RBKqW_QqbkA,@nguyenthaitien-f2i,em muốn trường em vậy nhưng em đang nghẹt mũi
vui vẻ,RBKqW_QqbkA,@Nguyênvàslendrinamom,trường em nếu có mưa là cả trường em đi chơi hết luôn
vui vẻ,RBKqW_QqbkA,@HuynhNgocHue-ju3vo,mưa vui mà
vui vẻ,RBKqW_QqbkA,@vinnguyen4430,tôi thấy trời mưa rất rất vũi
vui vẻ,RBKqW_QqbkA,@hainguyenvan8522,thích thế
vui vẻ,RBKqW_QqbkA,@nguyenvan663,nhìn chơi vui mà lại nói nhất quỷ nhì mã
vui vẻ,RBKqW_QqbkA,@GiangNguyen-v6p3j,nhất quỷ nhì mà thứ bà học trò
vui vẻ,RBKqW_QqbkA,@Tnhi213,0 14 đại học khoa học xã hội và nhân văn chắc lưn
vui vẻ,RBKqW_QqbkA,@tinaalee7893,bựa ghê kiếm lúa nhanh thì chỉ có f b 6 8
vui vẻ,RBKqW_QqbkA,@TrangMai-c2s,bưồn cười quá muốn nhận lộc anh em vào f b 68
vui vẻ,RBKqW_QqbkA,@DuyenNguyen-wk8xv,em nhớ hồi nhỏ quá khi mà mưa không đi học được em nghĩ nghĩ học một bữa rồi bà ngoại nhéo tại em rồi em phải đi học giờ nhớ qúá
vui vẻ,RBKqW_QqbkA,@PhuHungPham-nx8lr,hôm bữa lên lớp nghệ thông báo nghỉ về luôn quá đã
vui vẻ,RBKqW_QqbkA,@Sinestrea313,có chứ
vui vẻ,RBKqW_QqbkA,@thanhluyho2330,mưa vui mà
vui vẻ,RBKqW_QqbkA,@LamNguyen-zr2ju,chạy xong quỳ xưống bay 5 mét lưn
vui vẻ,RBKqW_QqbkA,@Vit127_2,ánh mặt của hội học sinh chx bao h làm túi thất vọng
vui vẻ,RBKqW_QqbkA,@nhu496,vưi thì vui thật nhưng túi thấỷ có người đi xe không đội mũ bảo hiểm đã vầy còn chất 3 nữa chứ
vui vẻ,RBKqW_QqbkA,@namtran4017,mỗi lần trời mưatrường em khôngcho tắm mưa nếura mưa bị mấy anh chị sao đỏghi tên mà cònbị ghi vào sổ đầu bài nữamà á cô hiểutrưởng có nhắtnhưng có mấy em lớp 1 cứ chạy ratắm mưa cái bị ghi tênmà còn bị ghisổ
vui vẻ,RBKqW_QqbkA,@buivienthanhnguyen1311,1 10 té cái là xong lưôn
vui vẻ,RBKqW_QqbkA,@ThangNguyen-el6cx,hết giờ làm việc với các đối tượng khách cho em
vui vẻ,RBKqW_QqbkA,@ngocnhubui6251,t có trong đó nè
vui vẻ,RBKqW_QqbkA,@nguyenquoctuan-cntt1732,thế này là đi bơi miễn phí
vui vẻ,RBKqW_QqbkA,@HuynhTranBaoNhi,tôi rất thích ngập nhưng ngập nhiều thì tôi không thích
vui vẻ,RBKqW_QqbkA,@LienLien-f7l,tuổi thơ của học sinh thời nay chứ
vui vẻ,RBKqW_QqbkA,@LinhNguyễn-l4s9i,mình rất thích trời mưa để mình chơi ở lớp
vui vẻ,RBKqW_QqbkA,@QuocLe-d2p,trường tôi ngậy lên tới tần 4 luôn
vui vẻ,RBKqW_QqbkA,@namnguyenthanh1495,ph biết chắc hơi bị vui đấỳ
vui vẻ,RBKqW_QqbkA,@ngaphamthiquynh5238,kỉ niệm học sinh trong ngày mưa lũ
vui vẻ,RBKqW_QqbkA,@EmAnh-vg3iu,trời mưa tới cũng là một tuổi thơ ùa về
vui vẻ,RBKqW_QqbkA,@LamLevan-l9e,cũng vui mà nhỏ còn học sinh thì vui lắm lớn lên thì cực khổ đi làm
vui vẻ,RBKqW_QqbkA,@inhjolly7652,hahahahaha thật vũi
vui vẻ,RBKqW_QqbkA,@xh_gium_ttt,lớp t hôm trước hành làng ướt do mưa hất vô mấy khứa bạn ra trượt mưa
vui vẻ,RBKqW_QqbkA,@huongnguyen-xw1mm,bãổ yagi nè
vui vẻ,RBKqW_QqbkA,@bbisharkddooo,giáo viên thì lô cho hs hc sinh thì lô vì mùa lũ không bít nên nghịch và chơi gì cho vụi
vui vẻ,RBKqW_QqbkA,@phuchaunguyen-xp4xb,nước cống tràn lên bơi hơi bị thơm
vui vẻ,RBKqW_QqbkA,@ThanhTrung-r4o,lâu rồi không nghịch mưa giờ xem video này cũng muốn thử lại ghê
vui vẻ,RBKqW_QqbkA,@HùngHoàng-z8w,lúc khi tôi đang học đại học thì trường tôi bị ngập lụt cuối cùng là tôi phải lấy cano của tôi ra cuối cùng là tôi đã rủ bạn bè và bạn bè của tôi thì nhấn vào phần đuôi của canô còn tôi thì lái lúc đó là vui vẻ lắm tiếng cười luôn lúc đó là giờ ra chơi tao đang học từ trên cuối cùng lúc đó vui lắm nhưng mà thời gian trôi nhanh thật tôi đang ở trường học đấy và học cùng tôi rồi cuối cùng là đã có hai
vui vẻ,RBKqW_QqbkA,@VyVuong-jj1kd,mãi ốm cả lũ
vui vẻ,RBKqW_QqbkA,@CuongNguyen-gh9uh,xơng biết đâu lại có cá thế là bọn nó còn nướng cá để ăn trong lớp nữa
vui vẻ,RBKqW_QqbkA,@NaNguyen-hm3xr,lớp em trời mưa là ra quẩy quẩy quẩy quẩy quẩy tắm mưa hoài luôn bị cô là chửi cô luôn
vui vẻ,RBKqW_QqbkA,@trucoanthi5633,tôi mong lên cấp 2 cấp 3 quá ngập nước ở trường chắc lúc đó tôi sẽ nga đá trận mấy đứa bạn xuống nước luôn
vui vẻ,RBKqW_QqbkA,@N0rr1NotHere,như lớp tôi là trượt đùi như rolando á
vui vẻ,RBKqW_QqbkA,@Kozakura_umie,tưi từng tắm mưa cái lúc vô học túi và mấy đứa tắm bị ghi vô sổ đầu bài
