emotion,video_id,author,comment,label,confidence,labeled,comment_nonsw,predicted_label
vui vẻ,_pMLRYGx9Is,@ThangNguyen-dm1jm,lên xem từ miền bắc r sang miền nam r lại qua miền trung r lại nhảy sang miền bắc hóng đầu vd đến cuối vd ko thấy trường mình đâu đại học văn hóa hà nội hucccccccccccccc,,0.24059870171034664,,miền bắc r miền nam r miền trung r nhảy miền bắc hóng đầu vd vd ko trường đại học văn hóa hà nội hucccccccccccccc,0.0
vui vẻ,_pMLRYGx9Is,@taile758,ủa giao thông đâu ad,,0.23039215686274508,,giao thông ad,1.0
vui vẻ,_pMLRYGx9Is,@violetwisteria5935,thấy nhắc đến vinuni nhma ko thấy nhắc đến hàng xóm vnua trường mình ngay cạnh thì tui cũng review luôn là trường rộng quả đồng phục nổi vl khoảng cách giữa các giảng đường xa nhưng được cái nhiều cây nên mát,,0.27778715638029067,,nhắc vinuni nhma ko nhắc hàng xóm vnua trường cạnh tui review trường rộng đồng phục nổi vl giảng đường mát,0.0
vui vẻ,_pMLRYGx9Is,@DinhdeXiu,logo bk để hcmut,,0.23039215686274508,,logo bk hcmut,1.0
vui vẻ,_pMLRYGx9Is,@banhgaoxgai,lạy ông này nch bcuoi chết,,0.21679317529973394,,lạy nch bcuoi chết,1.0
vui vẻ,_pMLRYGx9Is,@ouccong101,trường đại học công nghiệp hà nội haui của tui đâu rồiiiiiiiiiii,,0.34385437783344885,,trường đại học công nghiệp hà nội haui tui rồiiiiiiiiiii,1.0
vui vẻ,_pMLRYGx9Is,@GekkouH,tôi yêu đh kiến trúc,,0.2630612209960701,,yêu đh kiến trúc,1.0
vui vẻ,_pMLRYGx9Is,@HungPham-py9wi,anh review về xứ sở mèn mén tp sơn la đi anh,,0.27255002181566124,,review xứ sở mèn mén tp sơn la đi,1.0
vui vẻ,_pMLRYGx9Is,@NguyenQuang-y9j,tóm tắt đầy đủ tiêu chí dí dỏm nhưng thiếu phần quan trọng đó là phần học phí,,0.28252849768100485,,tóm tắt tiêu chí dí dỏm quan trọng học phí,1.0
vui vẻ,_pMLRYGx9Is,@quac6831,thiếu đại học mở rồi 1 dislike,,0.2998253506436796,,đại học 1 dislike,1.0
vui vẻ,_pMLRYGx9Is,@tuatduong5381,đại học công đoàn,,0.3272777094920561,,đại học công đoàn,1.0
vui vẻ,_pMLRYGx9Is,@hoaithuong4845,logo trường nhân văn hà nội sai mẹ rồi,,0.21920366156701598,,logo trường nhân văn hà nội sai mẹ,0.0
vui vẻ,_pMLRYGx9Is,@annguyen.4869,sân khấu điện ảnh đối diện thương mại mà ko được lên sóng luôn,,0.20949994309660272,,sân khấu điện ảnh đối diện thương mại ko sóng,1.0
vui vẻ,_pMLRYGx9Is,@sau4454,hubt sinh viên như qq đa số còn giảng viên thì ngược lại,,0.3349898071992187,,hubt sinh viên qq đa giảng viên ngược,1.0
vui vẻ,_pMLRYGx9Is,@shikaibduog,anh thiếu trường đại học top15 đại học thủ dầu một,,0.28896515070597895,,trường đại học top15 đại học thủ dầu,0.0
vui vẻ,_pMLRYGx9Is,@hn90son,làm các cao đẳng đi bạn,,0.2840184976211138,,đẳng đi,1.0
vui vẻ,_pMLRYGx9Is,@DinhNguyenThanhNamKHCM,mấy trường ở miền bắc thì làm rõ ràng rành mạch còn miền nam thì đọc cho qua đúng phân biệt vùng miền,,0.2762017002276491,,mấy trường miền bắc ràng rành mạch miền nam đọc phân biệt miền,0.0
vui vẻ,_pMLRYGx9Is,@Love68686,coi 2 video của kênh này thì như lol kiến thức ko có làm đơn giản có vài cái còn sai kiến thức nặng nề thậm chí cop nhặt trên mạng thiếu chính xác coi phí cả cuộc đời,,0.36747399296323663,,coi 2 video kênh lol kiến thức ko đơn giản sai kiến thức nề chí cop nhặt mạng xác coi phí đời,0.0
vui vẻ,_pMLRYGx9Is,@NTT-Moi,địu má trường tôi đâu k thấy ai nói đến luôn trường kma kma kma ạ,,0.33743381009706175,,địu má trường k trường kma kma kma,0.0
vui vẻ,_pMLRYGx9Is,@-LeTuanA,hồi tháng 8 anh mới về làm giảng viên khóa định hướng cho k20 fpt bọn e xong mà trường ép đâu anh zai,,0.30820986872067974,,hồi 8 giảng viên khóa định hướng k20 fpt bọn e xong trường ép zai,1.0
vui vẻ,_pMLRYGx9Is,@huytranquang3460,logo hust hn sao lại là hcmut,,0.23039215686274508,,logo hust hn hcmut,1.0
vui vẻ,_pMLRYGx9Is,@NhatTienNguyen-nr7zy,ủa sao ko nói gì đại học bình dương vậy,,0.2648151887145769,,ko đại học bình dương,0.0
vui vẻ,_pMLRYGx9Is,@D_H_Giang,3 18 đại học bách khoa tên hcmut nhưng logo là hust,,0.32073367760181876,,3 18 đại học bách khoa hcmut logo hust,1.0
vui vẻ,_pMLRYGx9Is,@ucnguyenminh5958,đại học thái nguyên ko có sao bảo tất cả các trường đh ở việt nam,,0.3645954272897411,,đại học thái nguyên ko bảo tất trường đh việt nam,0.0
vui vẻ,_pMLRYGx9Is,@MrHoangtuananh265,y phạm ngọc thạch và đại học y dược tphcm đại học khoa học tự nhiên tphcm đâu ông chủ kênh thiếu tùm lum,,0.3051737729702815,,y phạm ngọc thạch đại học y dược tphcm đại học khoa học nhiên tphcm chủ kênh tùm lum,1.0
vui vẻ,_pMLRYGx9Is,@vanhaulen7953,có nhắc về đại học ngoại ngữ ulis mà k nhắc tới đối thủ năm nào cũng war nhau trong ngành ngoại ngữ là hanu thì thôi nghỉ xem kênh được rồi mà hanu còn mang tên thủ đô cơ,,0.2702216007854881,,nhắc đại học ngoại ngữ ulis k nhắc đối thủ war ngành ngoại ngữ hanu nghỉ kênh hanu thủ đô,0.0
vui vẻ,_pMLRYGx9Is,@nghile8005,thiếu đại học ueh bác ơi,,0.2998253506436796,,đại học ueh,1.0
vui vẻ,_pMLRYGx9Is,@thanhtaiong9408,còn đại học mỹ thuật này đại học văn hiến rồi đại học sài gòn văn lang tứ đại bổ túc các miền nữa,,0.25793926032406256,,đại học mỹ thuật đại học văn hiến đại học sài gòn văn lang tứ đại bổ túc miền,1.0
vui vẻ,_pMLRYGx9Is,@oninhnguyen765,nói đến thương mại mà công nghiệp ở gần lại không nói,,0.36635576377992307,,thương mại công nghiệp,1.0
vui vẻ,_pMLRYGx9Is,@hieuham9778,đại học phụ hồ đại học bôn ba đại học trăm mâm học viện nghĩa vụ quân sự,,0.29558210613575026,,đại học phụ hồ đại học bôn đại học trăm mâm học viện nghĩa vụ quân,1.0
vui vẻ,_pMLRYGx9Is,@TrongCauPham91,bạn đã thành công trong việc sử dụng màu sắc để tạo cảm xúc,,0.33657716512512215,,thành công sử dụng màu sắc cảm xúc,1.0
vui vẻ,_pMLRYGx9Is,@NamNguyen-iw9ge,thực ra giờ trường thủy lợi thành trường đa ngành rồi,,0.32063405729868716,,thực trường thủy lợi thành trường đa ngành,0.0
vui vẻ,_pMLRYGx9Is,@Vinhbuon.tiktok,phenikaa của taa,,0.23039215686274508,,phenikaa taa,1.0
vui vẻ,_pMLRYGx9Is,@SuperFerz,3 58 cô báo điểm thế thì chít sinh viên,1.0,1.0,True,3 58 báo chít sinh viên,1.0
vui vẻ,_pMLRYGx9Is,@quyennguyen9123,đại học mở hà nội nơi mà các em sẽ đc biết thế nào là chạy cơ sở sml,5.0,1.0,True,đại học hà nội đc chạy sở sml,5.0
vui vẻ,_pMLRYGx9Is,@minhhiếuhoang-h8m,sư phạm vẫn mất phí mà,,0.366792553013437,,sư phạm phí,0.0
vui vẻ,_pMLRYGx9Is,@pipipi1703,đại học hutech đ nhiều hơn sinh viên,,0.35731166481457194,,đại học hutech đ sinh viên,1.0
vui vẻ,_pMLRYGx9Is,@duchiu2212,kịch bản lấy từ chatgpt à,,0.2264202071546286,,kịch chatgpt,6.0
vui vẻ,_pMLRYGx9Is,@odayconhacbancan-bn6hr,xã hội nhân văn hà nội có tốt ko ạ,6.0,1.0,True,xã hội nhân văn hà nội ko,5.0
vui vẻ,_pMLRYGx9Is,@TTienLod12,9 40 neymar sẽ làm bố của messi,,0.21230754873012825,,9 40 neymar bố messi,1.0
vui vẻ,_pMLRYGx9Is,@hovantuan0712,ko thấy đại học đà nẵng đâu này chủ yếu làm về kv miền bắc thôi,,0.3003637607396427,,ko đại học đà nẵng chủ yếu kv miền bắc,0.0
vui vẻ,_pMLRYGx9Is,@katchan-mylove,anh mình học đh bk hcm city và tốt nghiệp loại bth dù k phải trải nghiệm của mình nhưng đk bk hcm là một lựa chọn tốt khi thi vào đk anh mình đang chuẩn bị có thêm bằng thạc sĩ rồi lương tháng cũng cỡ 1 000 đô la mĩ,,0.32822846036082753,,học đh bk hcm city nghiệp bth k trải nghiệm đk bk hcm lựa thi đk chuẩn thạc sĩ lương cỡ 1 000 đô la mĩ,0.0
vui vẻ,CdGHKsc-Rdc,@BiMo-c7g,rồi xong luông,,0.2111304633253563,,xong luông,1.0
vui vẻ,CdGHKsc-Rdc,@NguyễnThuần-f7p,tội nghiệp,,0.2339000710991737,,tội nghiệp,1.0
vui vẻ,CdGHKsc-Rdc,@NgocdepVo-xc1ub,0 21 0 21 0 21 0 22 0 22 0 22 0 22 0 22 0 23 0 23 0 24 0 24 0 25 0 25 0 25 0 25,,0.2177848207061575,,0 21 0 21 0 21 0 22 0 22 0 22 0 22 0 22 0 23 0 23 0 24 0 24 0 25 0 25 0 25 0 25,0.0
vui vẻ,CdGHKsc-Rdc,@leNguyen-v1p,có sao ko,,0.35209390610867247,,ko,0.0
vui vẻ,CdGHKsc-Rdc,@HieuHieu-d1i,0 24 0 26 0 27 0 28 0 29 0 29 0 29 0 29 0 29 0 30 0 30 0 30 0 30 0 30 0 31 0 31 0 31 0 31 0 32 0 32 0 33,,0.21596521069776345,,0 24 0 26 0 27 0 28 0 29 0 29 0 29 0 29 0 29 0 30 0 30 0 30 0 30 0 30 0 31 0 31 0 31 0 31 0 32 0 32 0 33,1.0
vui vẻ,CdGHKsc-Rdc,@HieuHieu-d1i,ghê quá,,0.29328336141129974,,ghê,1.0
vui vẻ,CdGHKsc-Rdc,@nguyenthanhnhan5581,chúc em mau lành,,0.32847656717061796,,chúc mau lành,1.0
vui vẻ,CdGHKsc-Rdc,@muni_emojicat_2k12,mong bn khỏe nha tui lớp 7,,0.31730106817469905,,mong bn khỏe nha tui lớp 7,1.0
vui vẻ,CdGHKsc-Rdc,@TamNguyen-ed9ez,thương quá,,0.3496540388091652,,thương,1.0
vui vẻ,CdGHKsc-Rdc,@TramBich-p5m,trời đất ơi nguy hiểm,,0.25301862020513105,,trời đất nguy hiểm,0.0
vui vẻ,CdGHKsc-Rdc,@uc-CDLHNNguyenMinh,cầu cho con đc tai qua nạn khỏi,,0.20552501278465954,,cầu đc tai nạn,2.0
vui vẻ,CdGHKsc-Rdc,@VanluanTran-e9n,mong em an toàn gia đình đừng lo quá,,0.2916503829142596,,mong an toàn gia đình đừng lo,1.0
vui vẻ,CdGHKsc-Rdc,@Thyff-q5m,chúc e mạnh khỏe ạ,,0.3950346815898507,,chúc e khỏe,1.0
vui vẻ,CdGHKsc-Rdc,@NhânHà-d3r,chúc em ấy có nhiều sức khỏe,,0.4289799082340818,,chúc sức khỏe,1.0
vui vẻ,CdGHKsc-Rdc,@cuomnguyen5668,trời ơi,,0.2507876202064169,,trời,0.0
vui vẻ,CdGHKsc-Rdc,@lapvo4210,cầu xin anh chú lâm chị,,0.2791787685220663,,cầu lâm,1.0
vui vẻ,CdGHKsc-Rdc,@BuiHamy-u8s,ban nay bang tuoi em ne em cung hoc lop 7 nhung em da 13 tuoi lon hon ban nay 1 tuoi,,0.2518737195102361,,ban bang tuoi ne cung hoc lop 7 nhung da 13 tuoi lon hon ban 1 tuoi,0.0
vui vẻ,CdGHKsc-Rdc,@Dolanaasi,chắc mẹ bn đó bùn lắm,,0.23808057936134924,,mẹ bn bùn lắm,2.0
vui vẻ,CdGHKsc-Rdc,@ThanhsangDtxd-z6d,zợ quá,,0.23039215686274508,,zợ,1.0
vui vẻ,CdGHKsc-Rdc,@Mk67654,ông nội đang đi và chồng phải bỏ túi,,0.22452161643101667,,nội đi chồng túi,1.0
vui vẻ,CdGHKsc-Rdc,@simmervervet2130,mong em có thể tiếp tục hovj,,0.29073445626396777,,mong thể tiếp tục hovj,1.0
vui vẻ,CdGHKsc-Rdc,@HseheuejJdjejejej,cầu mong cho con bình an,,0.27969130683054977,,cầu mong bình an,1.0
vui vẻ,CdGHKsc-Rdc,@ducduy7974,sợ quá đi thôi à,,0.21392792036278974,,sợ đi,1.0
vui vẻ,CdGHKsc-Rdc,@Saodolop1,giờ đã tròn 1 năm r thời gian trôi nhanh quá,,0.20794586637934637,,tròn 1 r thời gian trôi,1.0
vui vẻ,CdGHKsc-Rdc,@loanđoàn-w7q,túi thấy lang cang trường thấp quá nếu máy em chạy giỡn cái chon chạy sẽ nhàu đầu làng cang trường phái cao ngan ngực mới đúng nguy hiểm quá,,0.3182350034647212,,túi lang cang trường máy chạy giỡn chon chạy nhàu đầu làng cang trường phái ngan ngực nguy hiểm,0.0
vui vẻ,CdGHKsc-Rdc,@loanđoàn-w7q,tôi thấy mấy trường học lang cang thấp máy em hoc sinh giỡn de bị chay te nhàu đầu cái chất lang cang phải cao co tam ngan ngực mình mới an toàn còn này lang cang thấp máy bạn chạy giỡn chon chạy thể nào cũng nhàu đầu,,0.26952432778692414,,mấy trường học lang cang máy hoc sinh giỡn de chay te nhàu đầu chất lang cang co tam ngan ngực an toàn lang cang máy chạy giỡn chon chạy thể nhàu đầu,0.0
vui vẻ,CdGHKsc-Rdc,@luongkimphuong3148,chúc con mạnh khỏe bình an,,0.3856469152586176,,chúc khỏe bình an,1.0
vui vẻ,CdGHKsc-Rdc,@Plumume098,hy vọng em sẽ học lại được và bình an na mô a di đà phật,,0.34606753445788085,,hy vọng học bình an na mô a di đà phật,1.0
vui vẻ,CdGHKsc-Rdc,@maimainguyen340,hy vọng lần này bạn sẽ mạnh khỏe,,0.32327302870630237,,hy vọng khỏe,1.0
vui vẻ,CdGHKsc-Rdc,@HaiHoang-nd5zd,is that boy alive or dead,,0.22977016060868702,,is that boy alive or dead,1.0
vui vẻ,CdGHKsc-Rdc,@Anh_Alex_2003,trường mik có bé lớp ba nhảy từ lầu ba xuống nè may mà chỉ gãy chân thôi tội em,,0.3363922360260618,,trường mik bé lớp nhảy lầu nè may gãy chân tội,0.0
vui vẻ,CdGHKsc-Rdc,@PhanNhatMinh287,nam mô a di đà phật cầu mong em bình an trở về bên gia đình,,0.2791329816874868,,nam mô a di đà phật cầu mong bình an trở gia đình,1.0
vui vẻ,CdGHKsc-Rdc,@chickendance900,sợ quá,,0.22575278592897471,,sợ,5.0
vui vẻ,CdGHKsc-Rdc,@Minhkhang242,cho em hỏi lớp 5a lên lớp 6 là học lớp nào ạ,,0.26362823718992323,,lớp 5a lớp 6 học lớp,0.0
vui vẻ,CdGHKsc-Rdc,@nxtinhgame,haki vũ trang,,0.28868295262308863,,haki vũ trang,0.0
vui vẻ,CdGHKsc-Rdc,@baonamhoangtran7518,trường nhà cháu có bạn lớp 3d bị rơi từ lầu 2 xuống tên là toàn,,0.3454801853446123,,trường cháu lớp 3d rơi lầu 2 toàn,0.0
vui vẻ,CdGHKsc-Rdc,@butran5723,ủa lầu 2 thôi mà,,0.3482231911111204,,lầu 2,0.0
vui vẻ,CdGHKsc-Rdc,@biennguyenvan7883,chú tôi ở hòa hải,,0.20690306175845175,,hòa hải,1.0
vui vẻ,CdGHKsc-Rdc,@thanhthi7797,ui là troi,,0.21611132999386212,,ui troi,1.0
vui vẻ,CdGHKsc-Rdc,@phucdaynho,phúc đã đến và đi rất buồn,,0.3364545109005154,,phúc đi buồn,1.0
vui vẻ,CdGHKsc-Rdc,@MCI9128,chúc em luôn mạnh khỏe,,0.3950346815898507,,chúc khỏe,1.0
vui vẻ,CdGHKsc-Rdc,@vietnvv,hú hồn xem như xui nhưng cũng còn tánh mạng mong e được bình an hết bệnh xem như con có số mạng lớn sao này con cẩn thận hơn nhe,,0.24842539205865405,,hú hồn xui tánh mạng mong e bình an bệnh mạng cẩn thận nhe,1.0
vui vẻ,CdGHKsc-Rdc,@thanhngo340,chúc em binh an,,0.3689547943030751,,chúc binh an,1.0
vui vẻ,CdGHKsc-Rdc,@tranlevy1815,mong em sớm tai nạn qua khỏi,,0.2313026276794294,,mong tai nạn,1.0
vui vẻ,CdGHKsc-Rdc,@nvnt7172,mong em học sinh bình an hồi phục được trở lại trường,,0.30464904157166856,,mong học sinh bình an hồi phục trở trường,1.0
vui vẻ,CdGHKsc-Rdc,@thinnguyen5652,chết đi cho lành sorry mong nhà em chăm sóc em thật tốt,,0.2609432339627069,,chết đi lành sorry mong chăm sóc,1.0
vui vẻ,CdGHKsc-Rdc,@Yumeidayy,trường toi,,0.4125679507050297,,trường toi,0.0
vui vẻ,CdGHKsc-Rdc,@hanhanhan4109,hy vọng anh sẽ mau chóng lành ạ,,0.2860441805658008,,hy vọng mau chóng lành,1.0
vui vẻ,CdGHKsc-Rdc,@tuyhaonguyen5157,không chảy máu mới nguy hiểm đó ỷ y sau đó máu chảy gây tsi biến đó,,0.22103723671962403,,chảy máu nguy hiểm ỷ y máu chảy tsi biến,0.0
vui vẻ,CdGHKsc-Rdc,@anhcuabemonlun,em ở đây là lớp 7 luôn nè,,0.2549904156006808,,lớp 7 nè,0.0
